size,agent,task_per_agent,phi,scheduler,window,bound,sort,mlabel,skip,task_bound,reserve_all,task_num,task_success,success_rate,reserve,time_ms
33x46,180,2,0,flex,0,True,True,True,False,True,True,360,349.000000,0.969444,349.000000,170625.400000
33x46,180,2,0,flex,0,True,True,True,True,True,True,360,348.900000,0.969167,348.900000,65748.400000
33x46,180,2,0,flex,0,True,True,True,True,False,False,360,346.900000,0.963611,233.700000,57119.600000
33x46,180,2,0,flex,0,True,True,True,False,True,False,360,347.400000,0.965000,237.000000,142564.200000
33x46,180,2,0,flex,0,True,True,True,True,True,False,360,348.000000,0.966667,234.100000,56491.700000
33x46,180,2,0.1,flex,0,True,True,True,False,False,False,360,356.800000,0.991111,229.700000,139148.600000
33x46,180,2,0.1,flex,0,True,True,True,False,True,True,360,356.600000,0.990556,356.600000,151462.500000
33x46,180,2,0.1,flex,0,True,True,True,True,True,True,360,356.100000,0.989167,356.100000,50343.000000
33x46,180,2,0.1,flex,0,True,True,True,True,False,False,360,356.100000,0.989167,222.600000,46357.400000
33x46,180,2,0.1,flex,0,True,True,True,False,True,False,360,356.800000,0.991111,229.700000,130911.000000
33x46,180,2,0.1,flex,0,True,True,True,True,True,False,360,356.100000,0.989167,224.500000,44622.000000
33x46,180,2,0.25,flex,0,True,True,True,False,False,False,360,359.600000,0.998889,199.700000,138237.000000
33x46,180,2,0.25,flex,0,True,True,True,False,True,True,360,359.600000,0.998889,359.600000,145975.300000
33x46,180,2,0.25,flex,0,True,True,True,True,True,True,360,359.700000,0.999167,359.700000,45859.200000
33x46,180,2,0.25,flex,0,True,True,True,True,False,False,360,359.300000,0.998056,195.500000,42644.000000
33x46,180,2,0.25,flex,0,True,True,True,False,True,False,360,359.600000,0.998889,199.700000,131452.200000
33x46,180,2,0.25,flex,0,True,True,True,True,True,False,360,359.100000,0.997500,196.700000,42200.200000
33x46,180,2,-0.1,flex,0,True,True,True,False,False,False,360,323.600000,0.898889,214.100000,101565.300000
33x46,180,2,-0.1,flex,0,True,True,True,False,True,True,360,323.900000,0.899722,323.900000,114867.100000
33x46,180,2,-0.1,flex,0,True,True,True,True,True,True,360,323.800000,0.899444,323.800000,39656.900000
33x46,180,2,-0.1,flex,0,True,True,True,True,False,False,360,325.000000,0.902778,221.100000,35559.700000
